"","name","ICPSR2","presidentialvoteshare.1986","presidentialvoteshare.1990","presidentialvoteshare.1992","presidentialvoteshare.1994","presidentialvoteshare.1996","presidentialvoteshare.1998","presidentialvoteshare.2000","presidentialvoteshare.2002","presidentialvoteshare.2004","presidentialvoteshare.2006","presidentialvoteshare.2008","presidentialvoteshare.2014","presidentialvoteshare.2016","presidentialvoteshare.2018","presidentialvoteshare.1984","presidentialvoteshare.1988","presidentialvoteshare.2010","presidentialvoteshare.2020","presidentialvoteshare.2022","presidentialvoteshare.1980","presidentialvoteshare.1982","presidentialvoteshare.2012","contributions.1986","contributions.1990","contributions.1992","contributions.1994","contributions.1996","contributions.1998","contributions.2000","contributions.2002","contributions.2004","contributions.2006","contributions.2008","contributions.2014","contributions.2016","contributions.2018","contributions.1984","contributions.1988","contributions.2010","contributions.2020","contributions.2022","contributions.1980","contributions.1982","contributions.2012"
"1221","marshall, roger w","21734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1653986,1343114,NA,NA,NA,NA,NA,NA,NA,NA
"1222","martin, david o brien","14840",34,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,44,NA,NA,NA,49,37,NA,123746,74891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123604,133256,NA,NA,NA,252226,79600,NA
"1223","martin, james g","14035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284544,279793,NA
"1224","martin, lynn","14841",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,42,NA,NA,NA,26,26,NA,363052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309138,456255,NA,NA,NA,333759,225565,NA
"1225","martinez, matthew g","14879",44,53,62,62,72,72,NA,NA,NA,NA,NA,NA,NA,NA,44,53,NA,NA,NA,NA,52,NA,165641,209495,119807,132510,110095,118365,NA,NA,NA,NA,NA,NA,NA,NA,197018,437775,NA,NA,NA,NA,308692,NA
"1226","martini, william j","29540",NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,859098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227","mascara, frank r","29562",NA,NA,NA,64,56,56,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497196,573937,516225,454325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1228","massa, eric j j","20937",NA,NA,NA,NA,NA,NA,NA,NA,NA,42,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1511535,2161662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1229","massie, thomas h","31102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,38,31,NA,NA,NA,34,33,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638081,472750,376492,NA,NA,NA,1464745,1105339,NA,NA,1089631
"1230","mast, brian","21735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,45,NA,NA,NA,46,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2967557,6120278,NA,NA,NA,6196669,6338072,NA,NA,NA
"1231","matheson, james david","20140",NA,NA,NA,NA,NA,NA,37,37,32,32,41,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,1366631,1464613,1966015,1860573,1789770,NA,NA,NA,NA,NA,1803801,NA,NA,NA,NA,2360399
"1232","matsui, doris","20538",NA,NA,NA,NA,NA,NA,NA,NA,NA,62,71,70,70,74,NA,NA,71,72,69,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,19187,964541,1063566,1103289,1067180,NA,NA,835400,1023901,1400594,NA,NA,908449
"1233","matsui, robert","14649",45,50,NA,62,63,63,61,61,62,NA,NA,NA,NA,NA,45,50,NA,NA,NA,46,46,NA,661793,1207843,NA,841836,663586,672718,744254,717566,1187783,NA,NA,NA,NA,NA,347960,917025,NA,NA,NA,248380,267641,NA
"1234","mattox, james","14439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533351,NA,NA
"1235","mavroules, nicholas","14650",45,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,51,NA,NA,NA,47,47,NA,235761,289794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282105,349184,NA,NA,NA,351578,487916,NA
"1236","mazzoli, romano l","13024",48,54,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,54,NA,NA,NA,58,58,NA,146795,303488,223091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157027,378438,NA,NA,NA,95347,185491,NA
"1237","mcadams, ben","21943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3384890,NA,NA,NA,NA,NA,NA,NA,NA
"1238","mcbath, lucia kay","21944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,56,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2704006,NA,NA,NA,8678504,5596711,NA,NA,NA
"1239","mccain, john","15039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579481,NA
"1240","mccain, john s","15039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509953,NA,NA,NA,NA,NA,NA,NA
"1241","mccandless, alfred a","15040",34,38,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,38,NA,NA,NA,NA,32,NA,151438,549789,318312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122054,129505,NA,NA,NA,NA,203286,NA
"1242","mccarthy, carolyn","29744",NA,NA,NA,NA,61,61,61,61,56,56,59,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,56,NA,NA,NA,NA,1087082,808282,2003462,1902514,1769151,1441801,1336625,NA,NA,NA,NA,NA,1684444,NA,NA,NA,NA,2278000
"1243","mccarthy, karen","29535",NA,NA,NA,67,64,64,63,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,885192,488706,428567,433185,406004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1244","mccarthy, kevin","20703",NA,NA,NA,NA,NA,NA,NA,NA,NA,31,39,37,37,38,NA,NA,39,42,37,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,1152444,1040022,5958896,7824641,8018575,NA,NA,2093468,28663630,28295640,NA,NA,4659697
"1245","mccaul, michael","20530",NA,NA,NA,NA,NA,NA,NA,NA,38,38,44,43,43,45,NA,NA,44,49,40,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,2990850,1155543,1723170,1633178,1774897,1826789,NA,NA,2124577,3873478,2729647,NA,NA,1324340
"1246","mcclain, lisa","22136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2485337,1269568,NA,NA,NA
"1247","mcclintock, thomas","20903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,44,44,42,NA,NA,45,45,44,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3671856,1593896,1058571,1749597,NA,NA,1871674,2076411,1674004,NA,NA,1191743
"1248","mcclory, robert","10606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112760,NA,NA
"1249","mccloskey, francis x","15041",39,42,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,42,NA,NA,NA,NA,44,NA,622667,467981,498192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479102,549096,NA,NA,NA,NA,157501,NA
"1250","mccollum, betty","20122",NA,NA,NA,NA,NA,NA,61,61,63,63,65,64,64,67,NA,NA,65,69,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,1180499,657435,687907,562752,722059,863235,920365,934597,NA,NA,844301,1178717,NA,NA,NA,931990
"1251","mccollum, bill","14842",28,31,40,40,47,47,NA,NA,NA,NA,NA,NA,NA,NA,28,31,NA,NA,NA,38,38,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,285228,439699,NA
"1252","mccormick, richard dean","22346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4636744,NA,NA,NA
"1253","mccotter, thaddeus g","20332",NA,NA,NA,NA,NA,NA,NA,50,47,47,55,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1303241,830068,871572,1133909,NA,NA,NA,NA,NA,1195301,NA,NA,NA,NA,NA
"1254","mccrery, james o iii","15451",NA,41,43,43,57,57,45,45,40,40,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,469766,768933,770648,913560,597241,628850,1075919,1179279,2606023,NA,NA,NA,NA,NA,334893,NA,NA,NA,NA,NA,NA
"1255","mccurdy, dave","14843",30,41,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,41,NA,NA,NA,40,40,NA,247408,342376,556174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256862,273015,NA,NA,NA,232293,333738,NA
"1256","mcdade, joseph m","10607",38,42,48,48,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,42,NA,NA,NA,42,42,NA,394141,383030,375429,311731,564409,NA,NA,NA,NA,NA,NA,NA,NA,NA,267445,442808,NA,NA,NA,72703,265576,NA
"1257","mcdermott, james adelbert","15613",NA,68,78,78,77,77,78,78,81,81,85,82,NA,NA,NA,68,85,NA,NA,NA,NA,82,NA,232919,276146,264671,207929,348081,368032,415537,379513,888559,614938,591925,NA,NA,NA,373258,582232,NA,NA,NA,NA,611670
"1258","mceachin, aston donald","21736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,61,NA,NA,NA,63,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,795103,863819,NA,NA,NA,986394,936470,NA,NA,NA
"1259","mcewen, bob","14844",32,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,35,NA,NA,NA,42,42,NA,360154,292650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126606,0,NA,NA,NA,183324,143861,NA
"1260","mcgarvey, morgan","22347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3088931,NA,NA,NA
"1261","mcgovern, james p","29729",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,63,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1173938,NA,NA,NA,1056342,1116204,NA,NA,NA
"1262","mcgovern, james patrick","29729",NA,NA,NA,NA,67,67,63,63,60,60,60,62,62,NA,NA,NA,60,NA,NA,NA,NA,62,NA,NA,NA,NA,812024,1313572,848573,628348,924147,755594,1085785,874483,933894,NA,NA,NA,1839052,NA,NA,NA,NA,1068822
"1263","mcgrath, raymond j","14845",40,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,44,NA,NA,NA,42,42,NA,439322,537366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240843,502509,NA,NA,NA,268157,216641,NA
"1264","mchale, paul","29399",NA,NA,53,53,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223578,285097,374776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1265","mchenry, patrick timothy","20522",NA,NA,NA,NA,NA,NA,NA,NA,33,33,36,42,42,37,NA,NA,36,32,30,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,944795,1464716,1525724,1746286,3226167,3768165,NA,NA,1015155,2792232,3911761,NA,NA,1230228
"1266","mchugh, john michael","39316",NA,NA,50,50,58,58,NA,47,48,48,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177933,116998,350165,284744,NA,314632,498029,561841,708608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1267","mchugh, matthew f","14253",39,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,48,NA,NA,NA,44,55,NA,279797,227716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391320,276595,NA,NA,NA,333196,447496,NA
"1268","mcinnis, scott","29326",NA,NA,54,54,49,49,42,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438090,582403,734455,590817,939920,796729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1269","mcintosh, david m","29518",NA,NA,NA,45,48,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,984753,1342092,1291564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1270","mcintyre, mike","29746",NA,NA,NA,NA,47,47,47,47,44,44,48,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,42,NA,NA,NA,NA,491852,704917,774868,774015,849112,901698,895681,NA,NA,NA,NA,NA,1320793,NA,NA,NA,NA,2304496
"1271","mckeon, howard p buck","29315",NA,NA,48,48,46,46,46,46,40,40,50,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,50,NA,NA,457650,483530,458140,511714,703354,866906,961848,1253498,1053747,NA,NA,NA,NA,NA,1254631,NA,NA,NA,NA,1980066
"1272","mckernan, john r jr","15042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449523,NA,NA,NA,NA,NA,387073,NA
"1273","mckinley, david b","21188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,42,28,NA,NA,42,31,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1566914,1147964,1326586,NA,NA,1783039,1094784,NA,NA,NA,2136065
"1274","mckinney, cynthia ann","29344",NA,NA,71,71,67,67,70,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316990,306775,1063250,432730,480336,NA,536473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1275","mckinney, stewart b","13029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,41,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384035,NA,NA,NA,NA,221908,301747,NA
"1276","mckinney, stewart brett","13029",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277","mcleod, gloria negrete","21310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352550
"1278","mcmahon, michael e","20933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1481527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1279","mcmillan, j alex","15108",36,39,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,39,NA,NA,NA,NA,NA,NA,901136,399007,345961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696668,515294,NA,NA,NA,NA,NA,NA
"1280","mcmillen, charles thomas","15432",41,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,796615,757145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730652,NA,NA,NA,NA,NA,NA
"1281","mcmorris rodgers, cathy","20535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5863432,NA,NA,NA,4419970,6416913,NA,NA,NA
"1282","mcmorris, cathy","20535",NA,NA,NA,NA,NA,NA,NA,NA,42,42,47,47,NA,NA,NA,NA,47,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,1655761,1851062,1442687,2698350,NA,NA,NA,NA,1453240,NA,NA,NA,NA,1968862
"1283","mcnerney, gerald mark","20702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1193511,NA,NA,NA,NA
"1284","mcnerney, jerry","20702",NA,NA,NA,NA,NA,NA,NA,NA,NA,46,55,58,58,60,NA,NA,55,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,2462885,3047778,1224434,1217897,1244066,NA,NA,3209478,NA,NA,NA,NA,2532626
"1285","mcnulty, michael r","15614",NA,57,59,59,66,66,NA,61,56,56,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,240736,220997,285700,338112,356905,NA,462506,315918,482264,NA,NA,NA,NA,NA,314940,NA,NA,NA,NA,NA,NA
"1286","mcsally, martha e","21501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4941802,7878156,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287","meadows, mark r","21348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,41,35,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535758,659569,1914489,NA,NA,NA,NA,NA,NA,NA,1113284
"1288","meehan, martin t","29358",NA,NA,57,57,65,65,61,61,58,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,832266,871545,605685,980855,1410673,736572,3170733,1057917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289","meehan, patrick l","21168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995783,NA,NA,NA,NA,3031825,NA,NA,NA,NA,NA
"1290","meehan, patrick l jr","21168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2614863
"1291","meek, carrie p","29334",NA,NA,80,80,87,87,85,85,83,83,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574719,347207,400916,280047,270937,154617,10000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1292","meek, kendrick b","20358",NA,NA,NA,NA,NA,NA,NA,85,83,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293330,556640,1008007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1293","meeks, gregory w","29776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,87,NA,NA,NA,84,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990039,1030879,NA,NA,NA,2126017,2704713,NA,NA,NA
"1294","meeks, gregory weldon","29776",NA,NA,NA,NA,NA,NA,NA,89,85,85,89,86,NA,NA,NA,NA,89,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,556265,560071,819726,1308855,1017709,NA,NA,NA,NA,935513,NA,NA,NA,NA,740897
"1295","meijer, peter","22137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3501197,NA,NA,NA,NA
"1296","melancon, charles","20513",NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2691846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297","menendez, robert","29373",NA,NA,NA,60,77,77,74,74,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298","menendez, robert j","22348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1752969,NA,NA,NA
"1299","meng, grace","21342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,64,67,NA,NA,NA,62,65,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1188976,1257531,1334791,NA,NA,NA,1296241,1615243,NA,NA,1852611
"1300","messer, allen lucas","21332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,44,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1280876,1945851,NA,NA,NA,NA,NA,NA,NA,NA,1147524
"1301","metcalf, jack","29578",NA,NA,NA,55,54,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413993,800627,1061666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1302","meuser, daniel","21945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1073555,1101339,NA,NA,NA
"1303","meuser, daniel p","21945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2249961,NA,NA,NA,NA,NA,NA,NA,NA
"1304","meyers, jan","15109",36,45,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,45,NA,NA,NA,NA,NA,NA,172359,211505,440290,377291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445794,201229,NA,NA,NA,NA,NA,NA
"1305","mfume, kweisi","15433",82,82,83,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,80,82,NA,NA,NA,149882,224826,255269,298847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130466,NA,1016496,599985,NA,NA,NA
"1306","mica, daniel a","14648",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,41,NA,562421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439656,NA,NA,NA,NA,NA,295111,NA
"1307","mica, daniel andrew","14648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227220,NA,NA
"1308","mica, john l","29331",NA,NA,44,44,48,48,49,49,43,43,46,50,NA,NA,NA,NA,46,NA,NA,NA,NA,50,NA,NA,613764,459715,618002,278885,478265,1448764,476005,794268,1125807,851622,NA,NA,NA,NA,1205985,NA,NA,NA,NA,2068331
"1309","michaud, michael h","20328",NA,NA,NA,NA,NA,NA,NA,51,53,53,56,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,1187462,1331468,737307,792505,NA,NA,NA,NA,NA,1044372,NA,NA,NA,NA,1222006
"1310","michel, robert h","6455",38,45,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,45,NA,NA,NA,35,35,NA,689849,705878,646637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681434,877026,NA,NA,NA,168667,697084,NA
"1311","mikulski, barbara ann","14440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316125,NA,NA,NA,NA,59744,118345,NA
"1312","millender mcdonald, juanita","29586",NA,NA,NA,NA,86,86,85,85,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92226,200794,210761,263513,321862,315374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1313","miller meeks, mariannette jane","22139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2192220,4911923,NA,NA,NA
